"Noncode_id","Lncbook_id","UID","target","gene_name","ensembl_id","num_id","PMID","NCBI_id","reason_summary","Organism","Alias","chr","start","end","strand","cancer_related","disease_related","vivo","vitro"
"NONHSAG003053.3","HSALNG0007477","ELH000060","RP11-263K19.4","N.A.","ENSG00000231064.10","749","30395134","105371450","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","155196868","155205495","+","0","0","0","1"
"NONHSAG003056.2","HSALNG0007481","ELH000061","RP11-263K19.6","N.A.","ENSG00000291137.2","750","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","155211151","155213819","-","0","0","0","1"
"N.A.","N.A.","ELH000901","RP11-264B17.3","N.A.","ENSG00000261067.7","751","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","28974804","28990783","+","0","0","0","1"
"NONHSAG019012.2","HSALNG0110551","ELH000900","RP11-264B17.4","N.A.","ENSG00000260367.2","752","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","28973962","28978824","-","0","0","0","1"
"NONHSAG019014.2","HSALNG0110554","ELH000903","RP11-264B17.5","N.A.","ENSG00000261552.1","753","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","28989140","28990778","-","0","0","0","1"
"NONHSAG001278.2","HSALNG0142186","ELH000201","RP11-269F19.2","N.A.","ENSG00000225721.5","754","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","44759037","44775810","-","0","0","0","1"
"NONHSAG005732.2","HSALNG0077587","ELH000287","RP11-272J7.4","LINC02658","ENSG00000234973.6","755","30395134","102724264","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr10","43777562","43778825","-","0","0","0","1"
"NONHSAG018635.2","HSALNG0109640","ELH000861","RP11-276H1.2","N.A.","ENSG00000261293.1","756","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","12093627","12095307","-","0","0","0","1"
"NONHSAG000464.3","HSALNG0001147","ELH000076","RP11-276H7.2","N.A.","ENSG00000227959.3","757","30395134","101927479","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","16155211","16157329","+","0","0","0","1"
"NONHSAG020259.2","HSALNG0113420","ELH000989","RP11-278A23.2","N.A.","ENSG00000260671.2","758","30395134","124903751","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","87739771","87747706","-","0","0","0","1"
"NONHSAG022851.2","HSALNG0118918","ELH001202","RP11-285E9.6","SEPTIN9-DT","ENSG00000263718.4","759","30395134","105371907","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr17","77257737","77281897","-","0","0","0","1"
"NONHSAG019852.2","HSALNG0112415","ELH000960","RP11-296I10.3","N.A.","ENSG00000247228.4","760","30395134","400541","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","70156340","70173448","-","0","0","0","1"
"NONHSAG029120.2","HSALNG0018409","ELH001452","RP11-297J22.1","N.A.","ENSG00000271709.2","761","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr2","120866378","120867403","-","0","0","0","1"
"NONHSAG003244.2","HSALNG0007904","ELH000073","RP11-297K8.2","N.A.","ENSG00000224985.2","762","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","161153760","161159349","-","0","0","0","1"
"N.A.","N.A.","ELH000919","RP11-2C24.4","N.A.","ENSG00000260899.1","763","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","30740667","30751381","+","0","0","0","1"
"NONHSAG038024.3","HSALNG0034634","ELH001967","RP11-300M6.1","IGFBP7-AS1","ENSG00000250192.2","764","30395134","255130","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr4","57154577","57156452","+","0","0","0","1"
"NONHSAG040544.2","HSALNG0042326","ELH002081","RP11-305P14.1","N.A.","ENSG00000251391.6","765","30395134","124900988","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr5","66298468","66322944","+","0","0","0","1"
"NONHSAG039637.3","HSALNG0039467","ELH002077","RP11-310P5.1","N.A.","ENSG00000249650.2","766","30395134","100996325","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr5","602620","612210","-","0","0","0","1"
"NONHSAG039634.2","HSALNG0039454","ELH002070","RP11-310P5.2","N.A.","ENSG00000250385.2","767","30395134","107986395","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr5","524705","526594","+","0","0","0","1"
"NONHSAG056804.2","HSALNG0006714","ELH000041","RP11-315I20.3","N.A.","ENSG00000244619.3","768","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","145892847","145893483","+","0","0","0","1"
"NONHSAG050815.2","HSALNG0067086","ELH002482","RP11-31K23.2","N.A.","ENSG00000248762.3","769","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr8","95986108","95993103","-","0","0","0","1"
"NONHSAG011633.2","HSALNG0092244","ELH000618","RP11-324P9.1","N.A.","ENSG00000258140.2","770","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr12","69212123","69224242","+","0","0","0","1"
"NONHSAG007295.3","HSALNG0081949","ELH000406","RP11-326C3.2","N.A.","ENSG00000255026.2","771","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr11","287305","288987","+","0","0","0","1"
"NONHSAG004095.3","HSALNG0010037","ELH000131","RP11-343H5.6","DYRK3-AS1","ENSG00000237605.4","772","30395134","105372876","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","206634649","206635622","-","0","0","0","1"
"NONHSAG002617.2","HSALNG0006556","ELH000037","RP11-343N15.2","LINC02798","ENSG00000227082.4","773","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","121412719","121429274","+","0","0","0","1"
"NONHSAG056053.1","HSALNG0000189","ELH000079","RP11-345P4.10","N.A.","ENSG00000272004.2","774","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","1659325","1662602","+","0","0","0","1"
"NONHSAG017254.2","HSALNG0106768","ELH000823","RP11-34F13.2","N.A.","ENSG00000245719.2","775","30395134","101929076","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr15","67834310","67838879","-","0","0","0","1"
"NONHSAG008037.2","HSALNG0083578","ELH000417","RP11-350D17.2","LINC02707","ENSG00000255427.1","776","30395134","105376623","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr11","34570876","34573982","+","0","0","0","1"
"NONHSAG056868.1","HSALNG0007407","ELH000058","RP11-350G8.9","N.A.","ENSG00000273110.1","777","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","154480012","154481501","+","0","0","0","1"
"NONHSAG019670.2","HSALNG0112049","ELH000948","RP11-351A20.2","N.A.","ENSG00000260004.2","778","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","65601101","65601698","-","0","0","0","1"
"NONHSAG051245.2","HSALNG0068408","ELH002384","RP11-351C8.1","N.A.","ENSG00000253573.3","779","30395134","105375753","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr8","126766876","126790637","-","0","0","0","1"
"NONHSAG058118.1","HSALNG0006964","ELH000050","RP11-353N4.5","N.A.","ENSG00000290790.2","780","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","149677498","149747812","-","0","0","0","1"
"NONHSAG021390.2","HSALNG0115616","ELH001047","RP11-354P11.2","N.A.","ENSG00000266120.2","781","30395134","105371720","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr17","30238741","30252237","+","0","0","0","1"
"NONHSAG017020.2","HSALNG0106229","ELH000818","RP11-355N15.1","LIPC-AS1","ENSG00000259293.1","782","30395134","101928694","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr15","58434890","58498735","-","0","0","0","1"
"NONHSAG031456.3","HSALNG0129188","ELH001640","RP11-359G22.2","LINC01747","ENSG00000230400.4","783","30395134","105372566","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr20","22676072","22685344","-","0","0","0","1"
"NONHSAG050073.2","HSALNG0064833","ELH002447","RP11-360L9.7","N.A.","ENSG00000253174.2","784","30395134","102723729","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr8","41540381","41545044","-","0","0","0","1"
"NONHSAG017060.3","HSALNG0106306","ELH000819","RP11-361D15.2","N.A.","ENSG00000259238.1","785","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr15","59688517","59689418","+","0","0","0","1"
"NONHSAG006367.2","HSALNG0079206","ELH000329","RP11-36D19.8","N.A.","ENSG00000235858.1","786","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr10","80333771","80334426","+","0","0","0","1"
"NONHSAG005403.3","HSALNG0076689","ELH000278","RP11-371A19.2","N.A.","ENSG00000224215.2","787","30395134","105376453","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr10","23343957","23345181","+","0","0","0","1"
"NONHSAG036273.2","HSALNG0029478","ELH001835","RP11-372E1.6","PAQR9-AS1","ENSG00000241570.8","788","30395134","101927832","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr3","142962954","143001559","+","0","0","0","1"
"NONHSAG053719.2","N.A.","ELH002525","RP11-374P20.4","N.A.","ENSG00000235138.1","789","27798563","100130548","[CRISPR delete] Verified by the CRISPR delete experiment. ","Human","N.A.","chr9","134054290","134058805","+","0","0","0","1"
"NONHSAG023668.2","HSALNG0120826","ELH001257","RP11-379L18.1","N.A.","ENSG00000267746.1","790","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr18","34222965","34224761","+","0","0","0","1"
"NONHSAG011070.2","HSALNG0090907","ELH000580","RP11-386G11.3","N.A.","ENSG00000258283.1","791","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr12","48995150","48996334","+","0","0","0","1"
"NONHSAG002549.2","HSALNG0006378","ELH000030","RP11-39H13.1","LINC01525","ENSG00000235202.3","792","30395134","104355292","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","117295520","117321336","+","0","0","0","1"
"NONHSAG019370.2","HSALNG0111228","ELH000935","RP11-3M1.1","N.A.","ENSG00000261538.1","793","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","48164952","48167238","-","0","0","0","1"
"NONHSAG004373.2","HSALNG0010821","ELH000150","RP11-400N13.3","LINC02257,LINC01655,LINC01705","ENSG00000232679.4","794","30395134","107985307","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","222041705","222064763","-","0","0","0","1"
"NONHSAG005728.2","HSALNG0077578","ELH000286","RP11-402L1.11","N.A.","ENSG00000228426.2","795","30395134","414201","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr10","43665668","43667005","+","0","0","0","1"
"NONHSAG023630.3","HSALNG0120718","ELH001250","RP11-408H20.2","DSCAS","ENSG00000265888.5","796","30395134","101927698","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr18","31101588","31162789","+","0","0","0","1"
"NONHSAG053602.2","HSALNG0074777","ELH002517","RP11-409K20.6","N.A.","ENSG00000230684.1","797","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr9","129933536","129936541","+","0","0","0","1"
"NONHSAG019023.3","HSALNG0110565","ELH000905","RP11-426C22.4","N.A.","ENSG00000259807.3","798","30395134","101928188","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","29217170","29220031","-","0","0","0","1"
"NONHSAG019021.2","HSALNG0110566","ELH000904","RP11-426C22.5","N.A.","ENSG00000103472.11","799","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","29116127","29217860","+","0","0","0","1"
"NONHSAG051514.3","HSALNG0069318","ELH002420","RP11-429J17.5","N.A.","ENSG00000254548.1","800","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr8","143718246","143718891","-","0","0","0","1"
"NONHSAG051517.3","HSALNG0069328","ELH002421","RP11-429J17.7","N.A.","ENSG00000254973.2","801","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr8","143758153","143771822","-","0","0","0","1"
"NONHSAG099238.2","N.A.","ELH002422","RP11-429J17.8","N.A.","N.A.","802","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr8","143788920","143790459","+","0","0","0","1"
"NONHSAG008167.2","HSALNG0083926","ELH000425","RP11-430H10.3","N.A.","ENSG00000255267.5","803","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr11","45399448","45400528","+","0","0","0","1"
"NONHSAG019898.3","HSALNG0144787","ELH000962","RP11-432I5.8","N.A.","ENSG00000261513.1","804","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","71723180","71724230","+","0","0","0","1"
"NONHSAG052680.3","HSALNG0072260","ELH002570","RP11-439K3.1","N.A.","ENSG00000229109.3","805","27798563","102723989","[CRISPR delete] Verified by the CRISPR delete experiment. ","Human","N.A.","chr9","83219331","83234242","+","0","0","0","1"
"NONHSAG019079.3","HSALNG0110699","ELH000916","RP11-455F5.5","N.A.","ENSG00000261416.1","806","30395134","107984834","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","30183505","30184957","-","0","0","0","1"
"NONHSAG022982.2","HSALNG0119237","ELH001211","RP11-455O6.2","N.A.","ENSG00000262115.1","807","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr17","81197393","81200288","+","0","0","0","1"
"NONHSAG048598.2","HSALNG0060726","ELH002237","RP11-458K10.3","N.A.","ENSG00000243345.2","808","30395134","102724407","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr7","115789729","115791049","+","0","0","0","1"
"NONHSAG018415.2","HSALNG0109175","ELH000928","RP11-461A8.1","N.A.","ENSG00000261938.1","809","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","3581181","3583266","+","0","0","0","1"
"NONHSAG006212.2","HSALNG0078853","ELH000323","RP11-464F9.21","N.A.","ENSG00000271848.3","810","30395134","105378360","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr10","73654039","73674719","+","0","0","0","1"
"N.A.","HSALNG0111483","ELH000939","RP11-467J12.4","N.A.","N.A.","811","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","53035690","53052873","-","0","0","0","1"
"NONHSAG049626.2","HSALNG0063646","ELH002433","RP11-468H14.2","N.A.","ENSG00000249258.3","812","27798563","N.A.","[CRISPR delete] Verified by the CRISPR delete experiment. ","Human","N.A.","chr8","17131181","17149789","+","0","0","0","1"
"NONHSAG011121.2","HSALNG0090990","ELH000586","RP11-469H8.8","N.A.","ENSG00000257378.1","813","30395134","101927318","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr12","49954639","49956125","-","0","0","0","1"
"NONHSAG020325.2","HSALNG0144825","ELH001006","RP11-46C24.3","LINC02138","ENSG00000205015.2","814","30395134","400558","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","89166383","89169147","+","0","0","0","1"
"NONHSAG019332.2","N.A.","ELH000933","RP11-46D6.1","N.A.","ENSG00000261512.3","815","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","46622861","46624451","-","0","0","0","1"
"NONHSAG002381.2","HSALNG0005980","ELH000018","RP11-470L19.5","N.A.","ENSG00000270380.1","816","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","110456505","110457354","-","0","0","0","1"
"NONHSAG007692.2","HSALNG0082743","ELH000390","RP11-47J17.3","N.A.","ENSG00000254688.1","817","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr11","12822435","12823667","-","0","0","0","1"
"NONHSAG020252.3","HSALNG0113398","ELH000988","RP11-482M8.1","N.A.","ENSG00000288568.2","818","30395134","101928737","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","87492555","87515635","+","0","0","0","1"
"NONHSAG053590.2","HSALNG0150738","ELH002515","RP11-483H20.4","N.A.","ENSG00000234789.2","819","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr9","129640476","129641282","+","0","0","0","1"
"NONHSAG020153.2","HSALNG0113112","ELH000980","RP11-486L19.2","N.A.","ENSG00000250685.7","820","30395134","654780","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","84192558","84197053","-","0","0","0","1"
"NONHSAG027874.2","HSALNG0015290","ELH001601","RP11-493E12.1","N.A.","ENSG00000271889.2","821","30395134","105374758","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr2","61151433","61162105","-","0","0","0","1"
"NONHSAG058112.2","HSALNG0142330","ELH000049","RP11-495P10.8","LINC01138","ENSG00000274020.6","822","30395134","105371225","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","148290890","148295859","-","0","0","0","1"
"NONHSAG023049.3","HSALNG0119345","ELH001216","RP11-498C9.13","N.A.","ENSG00000263585.1","823","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr17","81932398","81933058","+","0","0","0","1"
"NONHSAG005084.2","HSALNG0075836","ELH000298","RP11-499O7.7","N.A.","ENSG00000224251.6","824","30395134","101928051","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr10","4995488","4997380","+","0","0","0","1"
"N.A.","HSALNG0121372","ELH001262","RP11-49K24.4","N.A.","ENSG00000266957.1","825","30395134","105372098","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr18","47077361","47091280","-","0","0","0","1"
"NONHSAG016199.2","HSALNG0104364","ELH000785","RP11-509A17.3","N.A.","ENSG00000258654.2","826","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr15","20344736","20359166","+","0","0","0","1"
"NONHSAG097233.1","HSALNG0060184","ELH002229","RP11-514P8.8","N.A.","N.A.","827","30395134","123258399","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr7","102483344","102543764","-","0","0","0","1"
"NONHSAG016576.2","HSALNG0105197","ELH000798","RP11-521C20.3","BMF-AS1","ENSG00000259409.1","828","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr15","40088832","40089386","+","0","0","0","1"
"NONHSAG020075.3","HSALNG0112932","ELH000975","RP11-525K10.3","LINC01227","ENSG00000259867.7","829","27798563","102724084","[CRISPR delete] Verified by the CRISPR delete experiment. ","Human","N.A.","chr16","80155053","80563135","-","0","0","0","1"
"NONHSAG003645.2","HSALNG0008856","ELH000095","RP11-540K16.1","LINC01732","ENSG00000237292.2","830","30395134","101928973","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","181174484","181182208","+","0","0","0","1"
"NONHSAG016623.2","HSALNG0105310","ELH000805","RP11-540O11.1","N.A.","ENSG00000251161.5","831","27798563","105370943","[CRISPR delete] Verified by the CRISPR delete experiment. ","Human","N.A.","chr15","40906811","40910337","+","0","0","0","1"
"NONHSAG053631.2","HSALNG0074850","ELH002519","RP11-544A12.4","N.A.","ENSG00000236986.6","832","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr9","131132865","131167505","-","0","0","0","1"
"NONHSAG049119.2","HSALNG0062220","ELH002277","RP11-545G3.1","N.A.","ENSG00000241449.7","833","30395134","100134040","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr7","150040521","150076655","+","0","0","0","1"
"NONHSAG021909.2","HSALNG0116703","ELH001113","RP11-546M21.6","N.A.","ENSG00000267638.1","834","30395134","105371789","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr17","44115912","44120595","+","0","0","0","1"
"NONHSAG010940.2","HSALNG0090565","ELH000572","RP11-547C5.1","LINC02451,LINC02461,LINC02450","ENSG00000257849.2","835","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr12","42966122","42967353","+","0","0","0","1"
"NONHSAG002859.2","HSALNG0007049","ELH000053","RP11-54A4.2","ADAMTSL4-AS2","ENSG00000237781.3","836","30395134","100289061","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","150548562","150557724","-","0","0","0","1"
"NONHSAG000069.2","HSALNG0000076","ELH000009","RP11-54O7.14","N.A.","ENSG00000242590.1","837","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","1055033","1056116","+","0","0","0","1"
"NONHSAG000059.3","HSALNG0000054","ELH000229","RP11-54O7.3","LINC02593","ENSG00000223764.3","838","27798563","100130417","[CRISPR delete] Verified by the CRISPR delete experiment. ","Human","N.A.","chr1","916865","921016","-","0","0","0","1"
"N.A.","HSALNG0050424","ELH002202","RP11-550C4.6","N.A.","ENSG00000226594.1","839","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr6","47729827","47740741","-","0","0","0","1"
"NONHSAG020155.2","HSALNG0144968","ELH000981","RP11-558A11.1","N.A.","ENSG00000260858.1","840","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr16","84255270","84261049","-","0","0","0","1"
"NONHSAG052491.2","HSALNG0071679","ELH002561","RP11-561O23.5","N.A.","ENSG00000234394.9","841","30395134","101929800","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr9","68306528","68330626","+","0","0","0","1"
"NONHSAG052492.2","HSALNG0071679","ELH002562","RP11-561O23.7","N.A.","ENSG00000225337.1","842","30395134","107987077","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr9","68307393","68308445","+","0","0","0","1"
"NONHSAG000381.2","HSALNG0000898","ELH000031","RP11-56N19.5","C1orf167-AS1","ENSG00000177553.6","843","30395134","102724659","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","11777077","11779619","-","0","0","0","1"
"NONHSAG036926.3","HSALNG0031394","ELH001853","RP11-573D15.2","LINC02043","ENSG00000232233.2","844","30395134","102724699","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr3","186810880","186825521","-","0","0","0","1"
"NONHSAG052686.2","HSALNG0072282","ELH002571","RP11-575L7.2","N.A.","ENSG00000226877.10","845","30395134","101927552","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr9","83829656","83837861","+","0","0","0","1"
"NONHSAG023607.2","HSALNG0120596","ELH001242","RP11-57J16.1","LINC01908","ENSG00000265374.2","846","30395134","105372037","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr18","27225742","27247188","+","0","0","0","1"
"NONHSAG011343.2","HSALNG0091480","ELH000595","RP11-603J24.4","N.A.","ENSG00000257449.2","847","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr12","56029649","56041806","-","0","0","0","1"
"NONHSAG009124.2","HSALNG0143221","ELH000484","RP11-619A14.3","LINC02761","ENSG00000255362.2","848","30395134","107984359","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr11","76210956","76216025","-","0","0","0","1"
"NONHSAG023740.2","HSALNG0145588","ELH001260","RP11-636O21.1","LINC01901","ENSG00000267413.2","849","30395134","105372080","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr18","39841174","39924840","-","0","0","0","1"
"NONHSAG008015.3","HSALNG0083541","ELH000416","RP11-646J21.6","FBXO3-DT","ENSG00000254508.6","850","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr11","33776188","33779495","+","0","0","0","1"
"NONHSAG022743.3","HSALNG0145155","ELH001177","RP11-649A18.12","N.A.","ENSG00000263843.1","851","30395134","100287042","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr17","75271369","75273895","+","0","0","0","1"
"NONHSAG012476.2","HSALNG0094461","ELH000523","RP11-64B16.3","N.A.","ENSG00000256884.2","852","30395134","105370024","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr12","119174065","119176484","-","0","0","0","1"
"NONHSAG023392.2","HSALNG0120096","ELH001227","RP11-64C12.6","N.A.","ENSG00000267247.2","853","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr18","12230411","12231573","-","0","0","0","1"
"NONHSAG018054.2","HSALNG0108514","ELH000857","RP11-654A16.1","N.A.","ENSG00000259621.1","854","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr15","98880659","98893535","-","0","0","0","1"
"NONHSAG039654.2","HSALNG0039503","ELH002118","RP11-661C8.2","N.A.","ENSG00000248949.2","855","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr5","946315","956520","+","0","0","0","1"
"NONHSAG003134.2","HSALNG0007619","ELH000068","RP11-66D17.5","N.A.","ENSG00000223356.1","856","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr1","156712212","156713174","-","0","0","0","1"
"NONHSAG014502.3","HSALNG0100052","ELH000718","RP11-66N24.3","N.A.","ENSG00000258727.2","857","30395134","102724814","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr14","23561097","23568073","+","0","0","0","1"
"NONHSAG014672.2","HSALNG0100518","ELH000725","RP11-671J11.4","N.A.","ENSG00000259135.2","858","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr14","34556774","34561298","+","0","0","0","1"
"NONHSAG014670.2","HSALNG0100516","ELH000724","RP11-671J11.6","N.A.","ENSG00000259002.3","859","30395134","105370449","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr14","34544499","34545977","-","0","0","0","1"
"NONHSAG014670.2","HSALNG0100516","ELH000723","RP11-671J11.7","N.A.","ENSG00000259002.3","860","30395134","112268123","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr14","34541817","34542444","-","0","0","0","1"
"N.A.","N.A.","ELH000488","RP11-672A2.1","N.A.","ENSG00000290785.1","861","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr11","76712396","76719608","-","0","0","0","1"
"NONHSAG009134.2","HSALNG0085872","ELH000487","RP11-672A2.4","N.A.","ENSG00000254810.3","862","30395134","N.A.","[CRISPR splice] Verified by the CRISPR splice experiment. ","Human","N.A.","chr11","76654169","76656712","-","0","0","0","1"
